WWI_ID,MSNDATE,COUNTRY,SERVICE,UNIT,MDS,TAKEOFFTIME,NUMBEROFPLANESATTACKING,WEAPONTYPE,WEAPONWEIGHT,BOMBLOAD,LATITUDE,LONGITUDE,TGTLOCATION,TGTCOUNTRY,TGTTYPE,TAKEOFFBASE,TAKEOFFLATITUDE,TAKEOFFLONGITUDE,FRIENDLYCASUALTIES,ALTITUDE
657,10/26/18,USA,USAAS,20TH AERO SQUADRON,LIBERTY DH 4,10/26/18 8:35,11,M.P. 4 INCENDIARIES,520,47.27272727,49.426347,4.955855,BUZANCY,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,"1ST LIEUT R.E. TOWNES(P) & 2ND LIEUT S.T. JOHNSON(O) FORCED LANDING AT TENT SUR XXXXXX. 2ND LIEUT MURPHY (P) & 2ND LT FULTON (O) FORCED LANDING AT TOUILLY.  2ND LIEUT. KEEPFGEN (P) 1ST LIEUT WILLIS JR. (O) HAVE NOT REPORTED, BUT BELIEVED TO HAVE LANDED WI",13000
658,10/27/18,USA,USAAS,11TH AERO SQUADRON,,10/27/18 13:45,6,155 MM DEMOLITION,1320,220,49.40558,4.87874,BRIQUENAY,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,NONE,11000
659,10/27/18,USA,USAAS,11TH AERO SQUADRON,,10/27/18 13:45,6,ROUNDS,49.72,8.286666667,49.40558,4.87874,BRIQUENAY,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,NONE,11000
660,10/27/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,10/27/18 13:50,10,115 MM LONG,1056,105.6,49.40558,4.87874,BRIQUENAY,FRANCE,,"MAULAN, FRANCE",48.67381826,5.24807453,LTS TEN EYCK AND NEWELL HAD FORCED LANDING AT CLERMONT.  LT TEN EYCK SLIGHTLY WOUNDEDIN FOREHEAD.  LTS ELLIOT AND PANCOAST HAD FORCED LANDING AT FROIOES NEAR SOUILLY.  LT PANCOAST SHOT THROUGH LUNG AND STOMACH.  LT SHILLING-REESE HAD FORCED LANDING AT WAS,12350
661,10/27/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,10/27/18 13:50,10,155 MM PENETRATION,660,66,49.40558,4.87874,BRIQUENAY,FRANCE,,"MAULAN, FRANCE",48.67381826,5.24807453,LTS TEN EYCK AND NEWELL HAD FORCED LANDING AT CLERMONT.  LT TEN EYCK SLIGHTLY WOUNDEDIN FOREHEAD.  LTS ELLIOT AND PANCOAST HAD FORCED LANDING AT FROIOES NEAR SOUILLY.  LT PANCOAST SHOT THROUGH LUNG AND STOMACH.  LT SHILLING-REESE HAD FORCED LANDING AT WAS,12350
662,10/27/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,10/27/18 13:50,10,90 MM,554.4,55.44,49.40558,4.87874,BRIQUENAY,FRANCE,,"MAULAN, FRANCE",48.67381826,5.24807453,LTS TEN EYCK AND NEWELL HAD FORCED LANDING AT CLERMONT.  LT TEN EYCK SLIGHTLY WOUNDEDIN FOREHEAD.  LTS ELLIOT AND PANCOAST HAD FORCED LANDING AT FROIOES NEAR SOUILLY.  LT PANCOAST SHOT THROUGH LUNG AND STOMACH.  LT SHILLING-REESE HAD FORCED LANDING AT WAS,12350
663,10/27/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,10/27/18 13:50,10,155 MM DEMOLITION,220,22,49.40558,4.87874,BRIQUENAY,FRANCE,,"MAULAN, FRANCE",48.67381826,5.24807453,LTS TEN EYCK AND NEWELL HAD FORCED LANDING AT CLERMONT.  LT TEN EYCK SLIGHTLY WOUNDEDIN FOREHEAD.  LTS ELLIOT AND PANCOAST HAD FORCED LANDING AT FROIOES NEAR SOUILLY.  LT PANCOAST SHOT THROUGH LUNG AND STOMACH.  LT SHILLING-REESE HAD FORCED LANDING AT WAS,12350
664,10/27/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,10/27/18 13:50,10,90 MM INCENDIARY,198,19.8,49.40558,4.87874,BRIQUENAY,FRANCE,,"MAULAN, FRANCE",48.67381826,5.24807453,LTS TEN EYCK AND NEWELL HAD FORCED LANDING AT CLERMONT.  LT TEN EYCK SLIGHTLY WOUNDEDIN FOREHEAD.  LTS ELLIOT AND PANCOAST HAD FORCED LANDING AT FROIOES NEAR SOUILLY.  LT PANCOAST SHOT THROUGH LUNG AND STOMACH.  LT SHILLING-REESE HAD FORCED LANDING AT WAS,12350
665,10/27/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,10/27/18 13:50,10,ROUNDS,31.3236,3.13236,49.40558,4.87874,BRIQUENAY,FRANCE,,"MAULAN, FRANCE",48.67381826,5.24807453,LTS TEN EYCK AND NEWELL HAD FORCED LANDING AT CLERMONT.  LT TEN EYCK SLIGHTLY WOUNDEDIN FOREHEAD.  LTS ELLIOT AND PANCOAST HAD FORCED LANDING AT FROIOES NEAR SOUILLY.  LT PANCOAST SHOT THROUGH LUNG AND STOMACH.  LT SHILLING-REESE HAD FORCED LANDING AT WAS,12350
666,10/27/18,USA,USAAS,20TH AERO SQUADRON,LIBERTY DH 4,10/27/18 13:55,6,155 MM DEMOLITION,1320,220,49.40558,4.87874,BRIQUENAY,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,NONE,12000
667,10/27/18,USA,USAAS,20TH AERO SQUADRON,LIBERTY DH 4,10/27/18 13:55,6,ROUNDS,4.86,0.81,49.40558,4.87874,BRIQUENAY,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,NONE,12000
668,10/27/18,USA,USAAS,166TH AERO SQUADRON,LIBERTY DH 4,10/27/18 14:00,11,155 MM DEMOLITION,9680,880,49.40558,4.87874,BRIQUENAY,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,NONE,10000
669,10/27/18,UK,RAF,NO. 99 SQDN,AIRCO DH9A DAY BOMBER,DAY,5,,1144,228.8,49.115461,6.175875,FRESCATY,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,0,10000
670,10/27/18,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,DAY,8,,1810,226.25,49.115461,6.175875,FRESCATY,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,0,10000
671,10/27/18,USA,USAAS,1ST PURSUIT WING,SPAD XIII,,14,,1210,86.42857143,,,,FRANCE,,LISLE-EN-BARROIS,48.896582,5.125722,,
672,10/28/18,UK,RAF,NO. 99 SQDN,AIRCO DH9A DAY BOMBER,DAY,12,,2842,236.8333333,48.924444,6.6363888,"MORHANQE, FRESCATY",FRANCE,AERODROMES,AZELOT,48.5941522,6.2420764,0,10000
673,10/28/18,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,DAY,13,,2942,226.3076923,48.924444,6.6363888,MORHANQE,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,0,10000
674,10/28/18,UK,RAF,NO. 97 SQDN,HADLEY PAGE O/400,NIGHT,1,,1874,1874,49.488333,8.464722,MANNHEIM,GERMANY,BASF,XAFF_VILLERS,48.41122886,6.5995216,0,10000
675,10/28/18,UK,RAF,NO. 100 SQDN,HADLEY PAGE O/400,NIGHT,1,,1446,1446,49.445476,5.601452,LONQUYON,FRANCE,RAIL JTN,XAFF_VILLERS,48.41122886,6.5995216,0,8700
676,10/28/18,UK,RAF,NO. 115 SQDN,HADLEY PAGE O/400,NIGHT,3,,3788,1262.666667,49.356794,6.167606,THIONVILLE. LONGUYON,FRANCE,RAILWAYS,ROVILLE-AUX-CH_NES,48.382848,6.62454128,0,10000
677,10/28/18,UK,RAF,NO. 215 SQDN,HADLEY PAGE O/400,NIGHT,1,,1446,1446,49.527454,5.456359,ECOUVIEZ,GERMANY,RAILWAY TRIANGLE,XAFF_VILLERS,48.41122886,6.5995216,0,10000
678,10/28/18,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/400,NIGHT,6,,8634,1439,45.538718,4.675828,"TREVES, THIONVIL, SAARBRUCKEN",FRANCE,"RAILWAYS, FACTORIES",ROVILLE-AUX-CH_NES,48.382848,6.62454128,0,10000
679,10/29/18,USA,USAAS,166TH AERO SQUADRON,LIBERTY DH 4,10/29/18 8:10,8,155 MM PENETRATION,1760,220,49.094353,6.151673,MONTIGNY,FRANCE,RAILROAD YARDS AMMO DUMP,"MAULAN, FRANCE",48.67381826,5.24807453,NONE,12000
680,10/29/18,USA,USAAS,166TH AERO SQUADRON,LIBERTY DH 4,10/29/18 8:10,8,ROUNDS,24.86,3.1075,49.094353,6.151673,MONTIGNY,FRANCE,RAILROAD YARDS AMMO DUMP,"MAULAN, FRANCE",48.67381826,5.24807453,NONE,12000
681,10/29/18,USA,USAAS,11TH AERO SQUADRON,,10/29/18 13:45,9,155 MM DEMOLITION,1980,220,49.34366,5.401111,DAMVILLERS,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,NONE,12000
682,10/29/18,USA,USAAS,11TH AERO SQUADRON,,10/29/18 13:45,9,ROUNDS,24.86,2.762222222,49.34366,5.401111,DAMVILLERS,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,NONE,12000
683,10/29/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,10/29/18 13:50,7,155 MM DEMOLITION,880,125.7142857,49.34366,5.401111,DAMVILLERS,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,"1 PLANE MISSING - BELIEVED TO GO DOWN IN THE REGION OF VERDUN UNDER CONTROL WITH APPARENT MOTOR TROUBLE.  PLANE WAS #10, LTS STANLEY AND FOLGER (BOTH WOUNDED)",13325
684,10/29/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,10/29/18 13:50,7,115 MM LONG,528,75.42857143,49.34366,5.401111,DAMVILLERS,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,"1 PLANE MISSING - BELIEVED TO GO DOWN IN THE REGION OF VERDUN UNDER CONTROL WITH APPARENT MOTOR TROUBLE.  PLANE WAS #10, LTS STANLEY AND FOLGER (BOTH WOUNDED)",13325
685,10/29/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,10/29/18 13:50,7,155 MM PENETRATION,440,62.85714286,49.34366,5.401111,DAMVILLERS,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,"1 PLANE MISSING - BELIEVED TO GO DOWN IN THE REGION OF VERDUN UNDER CONTROL WITH APPARENT MOTOR TROUBLE.  PLANE WAS #10, LTS STANLEY AND FOLGER (BOTH WOUNDED)",13325
686,10/29/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,10/29/18 13:50,7,90 MM,158.4,22.62857143,49.34366,5.401111,DAMVILLERS,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,"1 PLANE MISSING - BELIEVED TO GO DOWN IN THE REGION OF VERDUN UNDER CONTROL WITH APPARENT MOTOR TROUBLE.  PLANE WAS #10, LTS STANLEY AND FOLGER (BOTH WOUNDED)",13325
687,10/29/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,10/29/18 13:50,7,ROUNDS,54.692,7.813142857,49.34366,5.401111,DAMVILLERS,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,"1 PLANE MISSING - BELIEVED TO GO DOWN IN THE REGION OF VERDUN UNDER CONTROL WITH APPARENT MOTOR TROUBLE.  PLANE WAS #10, LTS STANLEY AND FOLGER (BOTH WOUNDED)",13325
688,10/29/18,USA,USAAS,166TH AERO SQUADRON,LIBERTY DH 4,10/29/18 14:00,10,155 MM PENETRATION,2200,220,49.34366,5.401111,DAMVILLERS,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,NONE,12000
689,10/29/18,USA,USAAS,20TH AERO SQUADRON,LIBERTY DH 4,10/29/18 14:00,1,,,0,49.34366,5.401111,DAMVILLERS,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453," 1ST LIEUT. WEAVER(P) & 1ST LT STOKES (O) HAVE NOT RETURNED FROM THE RAID, BUT WERE SEEN TO LAND IN THE ALLIED LINES.",13500
690,10/29/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,10,,2264,226.4,49.445476,5.601452,LONGUYON,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,0,10000
691,10/29/18,UK,RAF,NO. 99 SQDN,AIRCO DH9A DAY BOMBER,DAY,12,,2736,228,49.445476,5.601452,LONGUYON,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,0,6500
692,10/29/18,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,DAY,13,,2942,226.3076923,49.430415,5.381053,JAMETZ,GERMANY,AERODROME,AZELOT,48.5941522,6.2420764,1,6500
693,10/29/18,UK,RAF,NO. 97 SQDN,HADLEY PAGE O/400,NIGHT,2,,3236,1618,48.813288,7.79125,"HAGENAU, MANNHEIM",GERMANY,"AERODROME, BASF",XAFF_VILLERS,48.41122886,6.5995216,0,10000
694,10/29/18,UK,RAF,NO. 100 SQDN,HADLEY PAGE O/400,NIGHT,2,,3238,1619,48.45,7.916667,OFFENBURQ,GERMANY,RAILWAY JTN,XAFF_VILLERS,48.41122886,6.5995216,0,8700
695,10/29/18,UK,RAF,NO. 215 SQDN,HADLEY PAGE O/400,NIGHT,3,,4582,1527.333333,49.488333,8.464722,"MANNHEIM, OFFENBURQ, THIONVILLE",GERMANY,"BASF, RAILWAY JTNS",XAFF_VILLERS,48.41122886,6.5995216,1,10000
696,10/29/18,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/400,NIGHT,6,,9408,1568,49.488333,8.464722,"MANNHEIM, SAARBRUCKEN, WORMS",GERMANY,"MUNITIONS FACT, BLST FUM",ROVILLE-AUX-CH_NES,48.382848,6.62454128,0,10000
697,10/29/18,FRANCE,GAR,NIGHT BOMBARDMENT GRP,CAPRONI,,10,,8952,895.2,,,"AUDUN-LE-ROMAN, CALLEBOY, ANNANVILLE, MARS-LE-TOUR, DOMMARY BARONCOURT",FRANCE,"RAIL CENTERS, STATIONS",VILLENEUVE-LES-VERTUS,48.905278,4.001944,,
698,10/30/18,USA,USAAS,20TH AERO SQUADRON,LIBERTY DH 4,10/30/18 9:55,10,155 MM DEMOLITION,2200,220,49.440019,5.050705,NOUART,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,,12200
699,10/30/18,USA,USAAS,20TH AERO SQUADRON,LIBERTY DH 4,10/30/18 9:55,10,ROUNDS,2.43,0.243,49.440019,5.050705,NOUART,FRANCE,TROOPS,"MAULAN, FRANCE",48.67381826,5.24807453,,12200
700,10/30/18,USA,USAAS,11TH AERO SQUADRON,,10/30/18 10:00,7,155 MM DEMOLITION,1320,188.5714286,49.404405,5.059734,BOIS DE BARRICOURT,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,NONE,13000
701,10/30/18,USA,USAAS,11TH AERO SQUADRON,,10/30/18 10:00,7,ROUNDS,24.86,3.551428571,49.404405,5.059734,BOIS DE BARRICOURT,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,NONE,13000
702,10/30/18,USA,USAAS,166TH AERO SQUADRON,LIBERTY DH 4,10/30/18 10:00,10,155 MM PENETRATION,2200,220,49.395882,5.006367,BAYONVILLE,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,NONE,11000
703,10/30/18,USA,USAAS,20TH AERO SQUADRON,LIBERTY DH 4,10/30/18 14:15,9,155 MM DEMOLITION,1980,220,48.819018,6.101083,BELLEVILLE,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,1ST LIEUT MANDELL (P) & 1ST LIEUT FLUKE (O) HAVE NOT RETURNED TO THE FIELD BUT ARE KNOWN TO HAVE LANDED WITHIN OUR LINES.  2ND LIEUT. TUCKER (P) & 1ST LIEUT FAULK(O) HAVE NOT RETURNED  TO THE FIELD BUT ARE KNOWN TO HAVE LANDED WITHIN OUR LINES.  1ST LIEUT,14000
704,10/30/18,USA,USAAS,20TH AERO SQUADRON,LIBERTY DH 4,10/30/18 14:15,9,ROUNDS,38.88,4.32,48.819018,6.101083,BELLEVILLE,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,1ST LIEUT MANDELL (P) & 1ST LIEUT FLUKE (O) HAVE NOT RETURNED TO THE FIELD BUT ARE KNOWN TO HAVE LANDED WITHIN OUR LINES.  2ND LIEUT. TUCKER (P) & 1ST LIEUT FAULK(O) HAVE NOT RETURNED  TO THE FIELD BUT ARE KNOWN TO HAVE LANDED WITHIN OUR LINES.  1ST LIEUT,14000
705,10/30/18,USA,USAAS,11TH AERO SQUADRON,,10/30/18 14:30,9,155 MM DEMOLITION,1980,220,48.819018,6.101083,BELLEVILLE,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,NONE,12000
706,10/30/18,USA,USAAS,11TH AERO SQUADRON,,10/30/18 14:30,9,ROUNDS,49.72,5.524444444,48.819018,6.101083,BELLEVILLE,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,NONE,12000
707,10/30/18,USA,USAAS,166TH AERO SQUADRON,LIBERTY DH 4,10/30/18 14:30,10,155 MM PENETRATION,2200,220,48.819018,6.101083,BELLEVILLE,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,NONE,11000
708,10/30/18,USA,USAAS,166TH AERO SQUADRON,LIBERTY DH 4,10/30/18 14:30,10,ROUNDS,37.29,3.729,48.819018,6.101083,BELLEVILLE,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,NONE,11000
709,10/30/18,UK,RAF,NO. 99 SQDN,AIRCO DH9A DAY BOMBER,DAY,5,,1144,228.8,48.915636,8.007115,BUHL,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,0,6500
710,10/30/18,UK,RAF,NO. 100 SQDN,HADLEY PAGE O/400,NIGHT,2,,2892,1446,49.0080848,8.4037563,"KARLSRUHE, SAARBRUCKEN",GERMANY,"RAIL WKSHOPS, BURBACH WKS",XAFF_VILLERS,48.41122886,6.5995216,0,8700
711,10/30/18,UK,RAF,NO. 115 SQDN,HADLEY PAGE O/400,NIGHT,3,,4012,1337.333333,,,"BADEN, MORHANQE, HAGENAU",FRANCE,"RAILWAYS, AERODROMES",ROVILLE-AUX-CH_NES,48.382848,6.62454128,0,9999
712,10/31/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,10/31/18 7:30,7,115 MM LONG,528,75.42857143,49.435654,5.082354,TAILLY,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,NONE,13000
713,10/31/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,10/31/18 7:30,7,155 MM PENETRATION,220,31.42857143,49.435654,5.082354,TAILLY,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,NONE,13000
714,10/31/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,10/31/18 7:30,7,90 MM,158.4,22.62857143,49.435654,5.082354,TAILLY,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,NONE,13000
715,10/31/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,10/31/18 7:30,7,90 MM INCENDIARY,79.2,11.31428571,49.435654,5.082354,TAILLY,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,NONE,13000
716,10/31/18,USA,USAAS,11TH AERO SQUADRON,,10/31/18 7:55,9,155 MM DEMOLITION,1980,220,49.427305,5.052457,BARRICOURT,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,"1 FLEW WITH 166TH, SEE 166 SQDN REPORT",12000
717,10/31/18,USA,USAAS,11TH AERO SQUADRON,,10/31/18 7:55,9,ROUNDS,37.7872,4.198577778,49.427305,5.052457,BARRICOURT,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,"1 FLEW WITH 166TH, SEE 166 SQDN REPORT",12000
718,10/31/18,USA,USAAS,166TH AERO SQUADRON,LIBERTY DH 4,10/31/18 8:10,6,155 MM PENETRATION,1320,220,49.435654,5.082354,TAILLY,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,NONE,11000
719,10/31/18,USA,USAAS,166TH AERO SQUADRON,LIBERTY DH 4,10/31/18 8:10,6,ROUNDS,49.72,8.286666667,49.435654,5.082354,TAILLY,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,NONE,11000
720,10/31/18,USA,USAAS,20TH AERO SQUADRON,LIBERTY DH 4,11/3/18 7:55,7,155 MM DEMOLITION,1540,220,49.435654,5.082354,TAILLY,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,NONE,13500
721,10/31/18,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,DAY,8,,1810,226.25,50.7327045,7.0963113,"BONN, FRESCATY, TREVES",GERMANY,"RAILWAYS & STN, AERODROME",AZELOT,48.5941522,6.2420764,0,10000
722,10/31/18,UK,RAF,NO. 99 SQDN,AIRCO DH9A DAY BOMBER,DAY,7,,1592,227.4285714,48.915636,8.007115,BUHL,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,0,6500
723,10/31/18,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,DAY,9,,2028,225.3333333,48.915636,8.007115,BUHL,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,0,10000
724,10/31/18,USA,USAAS,1ST PURSUIT WING,SPAD XIII,,,10 KG,1012,,,,"28 BOMBS ON BOIS DE BARICOURT, 4 ON BOIS DE FOLIE, 6 ON ROAD BETWEEN BUZANCY AND BOCART.  9 OTHERS AROUND VILLERS AND CLERY-LE-GRAND",FRANCE,TROOPS,LISLE-EN-BARROIS,48.896582,5.125722,,
725,10/31/18,FRANCE,GAR,NIGHT BOMBARDMENT GRP,CAPRONI,,19,,14291.2,752.1684211,,,"LONGOYON, DOMMARY-BARONCOURT,STAISCOURT, SPOSVILLE",FRANCE,,VILLENEUVE-LES-VERTUS,48.905278,4.001944,,
726,11/1/18,FRANCE,GAR,NIGHT BOMBARDMENT GRP,CAPRONI,,4,,2912.8,728.2,,,"LONGOYON, DOMARY-BARONCOURT",FRANCE,,VILLENEUVE-LES-VERTUS,48.905278,4.001944,,
727,11/2/18,UK,RAF,NO. 99 SQDN,AIRCO DH9A DAY BOMBER,DAY,1,,336,336,48.653003,6.809279,AVRICOURT,FRANCE,RAIFWAY JTN,AZELOT,48.5941522,6.2420764,0,6500
728,11/3/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,11/3/18 8:05,5,115 MM LONG,704,140.8,49.491826,5.187554,STENAY,FRANCE,BRIDGE,"MAULAN, FRANCE",48.67381826,5.24807453,"3 PLANES MISSING - #3 SEEN GOING DOWN TOWARDS CLERMONT, ONE OTHER SEEN GOING DOWN TOWARDS MONTFAUCON. #1 UNKNOWN.  NONE HAVE BEEN HEARD FROM ALTHOUGH THEY WERE APPARENTLY GOING DOWN AND LANDING IN CONTROL",13650
729,11/3/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,11/3/18 8:05,5,155 MM DEMOLITION,440,88,49.491826,5.187554,STENAY,FRANCE,BRIDGE,"MAULAN, FRANCE",48.67381826,5.24807453,"3 PLANES MISSING - #3 SEEN GOING DOWN TOWARDS CLERMONT, ONE OTHER SEEN GOING DOWN TOWARDS MONTFAUCON. #1 UNKNOWN.  NONE HAVE BEEN HEARD FROM ALTHOUGH THEY WERE APPARENTLY GOING DOWN AND LANDING IN CONTROL",13650
730,11/3/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,11/3/18 8:05,5,90 MM,396,79.2,49.491826,5.187554,STENAY,FRANCE,BRIDGE,"MAULAN, FRANCE",48.67381826,5.24807453,"3 PLANES MISSING - #3 SEEN GOING DOWN TOWARDS CLERMONT, ONE OTHER SEEN GOING DOWN TOWARDS MONTFAUCON. #1 UNKNOWN.  NONE HAVE BEEN HEARD FROM ALTHOUGH THEY WERE APPARENTLY GOING DOWN AND LANDING IN CONTROL",13650
731,11/3/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,11/3/18 8:05,5,90 MM INCENDIARY,198,39.6,49.491826,5.187554,STENAY,FRANCE,BRIDGE,"MAULAN, FRANCE",48.67381826,5.24807453,"3 PLANES MISSING - #3 SEEN GOING DOWN TOWARDS CLERMONT, ONE OTHER SEEN GOING DOWN TOWARDS MONTFAUCON. #1 UNKNOWN.  NONE HAVE BEEN HEARD FROM ALTHOUGH THEY WERE APPARENTLY GOING DOWN AND LANDING IN CONTROL",13650
732,11/3/18,USA,USAAS,20TH AERO SQUADRON,LIBERTY DH 4,11/3/18 8:15,9,155 MM DEMOLITION,1980,220,49.491826,5.187554,STENAY,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,"1ST LIEUT DONALD MAS(X)HIRTER & 1ST LIEUT HOLT WERE FORCED TO LAND AT BETHELAINVILLE, MACHINE CRASHED, NO INJURIES DUE TO CRASH.",13000
733,11/3/18,USA,USAAS,11TH AERO SQUADRON,,11/3/18 8:22,9,155 MM DEMOLITION,1980,220,48.84697,5.945849,MARTINCOURT,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,,12000
734,11/3/18,USA,USAAS,11TH AERO SQUADRON,,11/3/18 8:22,9,ROUNDS,36.047,4.005222222,48.84697,5.945849,MARTINCOURT,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,,12000
735,11/3/18,USA,USAAS,166TH AERO SQUADRON,LIBERTY DH 4,11/3/18 8:25,7,155 MM PENETRATION,1540,220,49.491826,5.187554,STENAY,FRANCE,,"MAULAN, FRANCE",48.67381826,5.24807453,NONE,12000
736,11/3/18,USA,USAAS,166TH AERO SQUADRON,LIBERTY DH 4,11/3/18 8:25,7,ROUNDS,19.888,2.841142857,49.491826,5.187554,STENAY,FRANCE,,"MAULAN, FRANCE",48.67381826,5.24807453,NONE,12000
737,11/3/18,USA,USAAS,11TH AERO SQUADRON,,11/3/18 14:00,8,155 MM DEMOLITION,1760,220,48.851977,5.787907,BEAUMONT,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,,11000
738,11/3/18,USA,USAAS,11TH AERO SQUADRON,,11/3/18 14:00,8,ROUNDS,49.72,6.215,48.851977,5.787907,BEAUMONT,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,,11000
739,11/3/18,USA,USAAS,20TH AERO SQUADRON,LIBERTY DH 4,11/3/18 14:10,7,155 MM DEMOLITION,1540,220,48.851977,5.787907,BEAUMONT,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,NONE,12000
740,11/3/18,USA,USAAS,20TH AERO SQUADRON,LIBERTY DH 4,11/3/18 14:10,7,ROUNDS,68.04,9.72,48.851977,5.787907,BEAUMONT,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,NONE,12000
741,11/3/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,11/3/18 14:10,6,155 MM PENETRATION,660,110,48.851977,5.787907,BEAUMONT,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,NONE,13000
742,11/3/18,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,11/3/18 14:10,6,90 MM,158.4,26.4,48.851977,5.787907,BEAUMONT,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,NONE,13000
